connector_id	component_id	search_radius	candidate_rank	direction	from_id	to_id	from_x	from_y	from_z	to_x	to_y	to_z	from_instance	to_instance	validation_status	path_length	path_segments	source_refs
bridge.0b400faa5a731f4dcd2a74d1	component.d4f263a6130862446fcab68a	16384	15	R	generated.farm.f9312932904adae788963399.anchor	population.route.dwarf.a4	108605	-160621	-1688	113508	-174203	-608	0	0	NO_PATH	0	0	data/spawns/Others/PlunderousPlains.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.0b709b6232ec0d4466317662	component.d4f263a6130862446fcab68a	16384	15	F	population.route.dwarf.a4	generated.farm.f9312932904adae788963399.anchor	113508	-174203	-608	108605	-160621	-1688	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/Others/PlunderousPlains.xml
bridge.0b9282efcfc1b8300dbec464	component.f0870ecd40f136c705bc5941	32768	10	R	generated.farm.ef0394b1715ca0d66c082465.anchor	population.ingress.orc.05	-44717	-84969	-8320	-56743	-113757	-672	0	0	NO_PATH	0	0	data/spawns/Others/KrateisCube.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml
bridge.0ba93865da9565463bedc10f	component.5170fd1c3e2b6fe2f9af1ad8	8192	11	F	population.farming.human-mystic.20481	generated.farm.54772e1b8c2e8c258ff204b4.anchor	-86478	251343	-3600	-94346	250566	-3552	0	0	NO_PATH	0	0	data/spawns/TalkingIsland/TalkingIslandMonsters.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml
bridge.0bb0f363282326b8fb00a396	component.c005299f6bcae5c6d8af8bb7	32768	4	F	population.ingress.dark-elf.02	generated.farm.7a05c033eabc7172e800caf4.anchor	28302	11008	-4232	14176	-18036	-3120	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.0bb5bc3cb80eb84486c91869	component.21c159db00da4bc03daf51c5	32768	8	F	population.ingress.elf.03	generated.farm.a0a916d344116254f0d4e3f5.anchor	46182	41198	-3504	31295	61887	-3544	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.0bb74bf581ac9b7e036867ec	component.20a0c83d40a7bb22c26e0395	32768	5	F	generated.farm.36714f071123eedc9cac6c05.anchor	generated.farm.f137dbbc3ac90f445b806c09.anchor	28436	11041	-4232	25328	-15199	-2744	0	0	NO_PATH	0	0	data/spawns/Others/Gremlins.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.0bda04d1a31966edf8d40f8d	component.18c9e4ee0311769668b2eb74	8192	6	R	generated.farm.74718a641fa7e78154fea892.anchor	population.ingress.kamael.05	-125620	37399	1176	-125517	38267	1176	0	0	VALID_DIRECT	875	1	data/spawns/Others/Gremlins.xml|data/stats/players/templates/StartingClass/KamaelMaleSoldier.xml|data/stats/players/templates/StartingClass/KamaelFemaleSoldier.xml
bridge.0c169ffc1650e99493f52baa	component.c8a8b60142ed368a7d7be480	32768	3	R	generated.farm.c2052fbe0b07e84a519406a1.anchor	population.ingress.dark-elf.02	23826	-18715	-2768	28302	11008	-4232	0	0	NO_PATH	0	0	data/spawns/Rune/PrimevalIsle.xml|data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml
bridge.0c2cfe5a733ea954170aafea	component.63defb22486d49c052a69667	32768	1	F	generated.farm.d6f82637bd6fae44cd109781.anchor	generated.farm.946a41fbbc63614320c02954.anchor	48366	42521	-3472	53398	63278	-3480	0	0	VALID_DIRECT	21359	1	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.0c3315b3636707735340db0b	component.475c48156e62e7e47cb30765	32768	6	F	population.ingress.orc.04	generated.farm.bd35d5fb02b6c1c76b448822.anchor	-56693	-113610	-672	-48720	-82958	-8320	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/Others/KrateisCube.xml
bridge.0c4858bf15ca3e9e19fb4c96	component.c4a3508d330e9bb2f8bdfabb	32768	3	F	population.route.orc.a1	generated.farm.1050dd36c58d668d206a6075.anchor	-54685	-113715	-520	-48721	-84968	-8320	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/Others/KrateisCube.xml
bridge.0c567e42d9933380394c2600	component.46078c3265041fc30a5d4a44	16384	1	F	generated.farm.58356b4e9844a379fecfbaf6.anchor	generated.farm.c966cf46f4c8074e4ddbc1d1.anchor	42118	41401	-3488	35728	46771	-3688	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.0c6c2e0b2487ff43a1d6a390	component.21c159db00da4bc03daf51c5	32768	5	R	generated.farm.a0a916d344116254f0d4e3f5.anchor	population.ingress.elf.06	31295	61887	-3544	45978	41196	-3504	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml
bridge.0c8eadda1ab6427afc8a11b3	component.6c8644500a9312467848babc	32768	4	F	population.ingress.elf.01	elven.farming.oren04-2019-10s	46045	41251	-3504	16057	52260	-3544	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.0ca154f794570fe6e72e88c5	component.d4f263a6130862446fcab68a	16384	9	F	population.route.dwarf.a1	generated.farm.f9312932904adae788963399.anchor	110436	-173947	-528	108605	-160621	-1688	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/Others/PlunderousPlains.xml
bridge.0cc7ac2f88e21e362e3e65fb	component.f5ec43735be4685d0f522b55	32768	9	F	population.ingress.orc.05	generated.farm.c7902e29cb3795a4ce8dcf2c.anchor	-56743	-113757	-672	-50720	-86977	-8320	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/Others/KrateisCube.xml
bridge.0cdfb1e2c8c8f471ea8c2f8f	component.40dbfe62843fbb4b5737b50d	32768	7	F	population.ingress.elf.01	generated.farm.180cbb100c457687c431e3bd.anchor	46045	41251	-3504	24749	41076	-3696	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.0cf72ededef0f6748561fcc0	component.214784823dfee247eabd4cc1	16384	3	F	population.route.orc.a3	generated.farm.08bede9fa450ab087be0458b.anchor	-50845	-113715	-168	-40560	-117892	-1920	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/OrcTerritory/OrcStarting.xml
bridge.0d105ae5464a60c4f1d4ed9f	component.20a0c83d40a7bb22c26e0395	32768	11	F	population.ingress.dark-elf.04	generated.farm.faefa58426223647157f9577.anchor	28456	10997	-4232	27020	-15861	-2648	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.0d202fe0076fd11256b84926	component.df33433dc147309d6dc09abc	32768	9	R	generated.farm.9bd77ed2d0a9c062814dc873.anchor	population.ingress.orc.05	-46721	-82961	-8320	-56743	-113757	-672	0	0	NO_PATH	0	0	data/spawns/Others/KrateisCube.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml
bridge.0d25b1428c951e337b8b2236	component.d5d468daa4bebd1a4eb327d6	32768	9	F	population.ingress.dark-elf.03	generated.farm.08eced60f60a66b7fc7027b7.anchor	28377	10916	-4232	6712	-9399	-3680	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.0d2ac7caac169ceb1d06d908	component.8958c8d9edf88034579b430b	32768	3	F	population.ingress.dark-elf.02	generated.farm.74d4cc08c4a95e70092d77ee.anchor	28302	11008	-4232	24538	-17756	-2752	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.0d37420ad84e80aa3f95a930	component.c8a8b60142ed368a7d7be480	32768	6	R	generated.farm.c2052fbe0b07e84a519406a1.anchor	generated.farm.36714f071123eedc9cac6c05.anchor	23826	-18715	-2768	28436	11041	-4232	0	0	NO_PATH	0	0	data/spawns/Rune/PrimevalIsle.xml|data/spawns/Others/Gremlins.xml
bridge.0d3a2adcaf592c37bf39756d	component.10e204556f859c1b294aeca4	32768	6	F	generated.farm.768fa444a79123489bd7aa1d.anchor	generated.farm.c4c86a1c1e9423c05d843bc9.anchor	137660	-202383	-3664	160145	-219344	-3528	0	0	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.0d3a7701ffdb2258c1b487dd	component.a897c66aac15ed82ae4b47cc	16384	1	R	generated.farm.5eb90806db1167da3a0881d8.anchor	generated.farm.40c5f8858df37983d677ac58.anchor	126625	-194289	-3288	136935	-202962	-3632	0	0	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.0d71d83018da85fead7551b1	component.79ad21df45b89fa5bb86a4fd	32768	14	R	generated.farm.aa1716be4a17c0aa980acc7b.anchor	population.ingress.elf.02	54583	71099	-3440	46117	41247	-3504	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml
bridge.0d872935055cb1dfd82638f7	component.c8a8b60142ed368a7d7be480	32768	12	R	generated.farm.64e1872735f98ad838918703.anchor	population.route.dark-elf.a2	23186	-20161	-2704	25720	11288	-3720	0	0	NO_PATH	0	0	data/spawns/Rune/PrimevalIsle.xml|data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/DarkElfTerritory/DarkElfStarting.xml
bridge.0d90f74211c1abe4a25e888f	component.e0efb8466cb69704c6f63b79	32768	11	R	generated.farm.3bbbcdb43022c7bf23796fb4.anchor	population.route.dark-elf.a3	15590	-17440	-3224	25304	13256	-3648	0	0	NO_PATH	0	0	data/spawns/Rune/PrimevalIsle.xml|data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/DarkElfTerritory/DarkElfStarting.xml
bridge.0daf79631f419c632b7c5625	component.91a9f940fd17192b7296dafb	32768	7	F	generated.farm.36714f071123eedc9cac6c05.anchor	generated.farm.c2fab2e4269c72a597f3b7a9.anchor	28436	11041	-4232	19916	-9610	-2824	0	0	NO_PATH	0	0	data/spawns/Others/Gremlins.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.0db5cbc5a487518f4e9ee1c6	component.20a0c83d40a7bb22c26e0395	32768	15	R	generated.farm.faefa58426223647157f9577.anchor	population.ingress.dark-elf.01	27020	-15861	-2648	28295	11063	-4232	0	0	NO_PATH	0	0	data/spawns/Rune/PrimevalIsle.xml|data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml
bridge.0dc3fe993ecf40afe9bcaad1	component.676d590e1ef5b84f1370c554	16384	6	F	generated.farm.8417f5d804225e6423448125.anchor	generated.farm.49da4e196c409e988af42131.anchor	132017	-208635	-3592	120298	-200652	-3640	0	0	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.0dc52f7ff7b35e674ce79683	component.ac8aaf293b35ddbae57a8843	8192	7	R	generated.farm.0c00c3760a3ec18fa034d798.anchor	population.ingress.elf.01	38303	39146	-3576	46045	41251	-3504	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml
bridge.0dcd79b055acde11615a7f4f	component.6b63e9a22c52715dd6894332	8192	1	F	generated.farm.58356b4e9844a379fecfbaf6.anchor	generated.farm.52dc95334718091370944146.anchor	42118	41401	-3488	41267	39070	-3496	0	0	VALID_DIRECT	2482	1	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.0def269288867316cc9b79a5	component.6bccc4ec500087b1b97f6735	32768	1	R	elven.farming.oren04-2019-11s	generated.farm.c4067c834f12b99e976909a2.anchor	10946	55150	-3472	26607	63533	-3552	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.0df83e5f23dd2339809707e3	component.89c4c607fc4fee76637095fd	16384	3	R	generated.farm.57a38f13450e54452b749339.anchor	generated.farm.d6f82637bd6fae44cd109781.anchor	52710	55450	-3320	48366	42521	-3472	0	0	VALID_DIRECT	13641	1	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.0dfb17c26a459fbfa14d1ec4	component.6e7449d40cf7c2785c9bf89b	8192	2	F	population.ingress.human-mystic.04	generated.farm.bfb0335de417bc81a7e9b231.anchor	-90890	248027	-3568	-88052	241579	-3600	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/HumanMystic.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml
bridge.0e36636b3b3cbf4e96d5b6b2	component.54cd7d198274de64199ae37f	8192	10	F	population.route.human-fighter.c3	generated.farm.9caf3d9715b6ff604306dc10.anchor	-71080	254984	-3232	-71338	258393	-3072	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/HumanFighter.xml|data/spawns/Others/17_25.xml|data/spawns/Others/Gremlins.xml
bridge.0e6dfd792529511ae3263f64	component.63defb22486d49c052a69667	32768	2	F	generated.farm.d6f82637bd6fae44cd109781.anchor	generated.farm.0a9b6aeb870068f470d93c4b.anchor	48366	42521	-3472	55857	63041	-3472	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.0e8a2d8bec9f71f4428905a0	component.b0959173bd82d4b722b2be8c	32768	5	F	population.ingress.dark-elf.04	generated.farm.c64e3da0e4c050e99dd0e964.anchor	28456	10997	-4232	25484	-10847	-2480	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.0eb9e9baee3aa6a4a9f6c6ee	component.d4239fbe60250487003bb4fd	32768	4	F	population.ingress.elf.06	generated.farm.c4067c834f12b99e976909a2.anchor	45978	41196	-3504	26607	63533	-3552	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.0ecd03e80a17c8fa2a6efc2f	component.de636b0f82c1f5ec50237e13	32768	12	R	generated.farm.c726e41f56667ee82aa4fd6f.anchor	population.route.dwarf.a4	118561	-195056	-3552	113508	-174203	-608	0	0	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.0eede3ceb484c8880df629f2	component.63defb22486d49c052a69667	32768	6	F	population.ingress.elf.01	generated.farm.946a41fbbc63614320c02954.anchor	46045	41251	-3504	53398	63278	-3480	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.0f42d460663fd0a42c75e279	component.0075e5d7b40ef037d898ed1f	32768	5	F	population.route.orc.a4	generated.farm.0ea9abb137efe17aa6607d08.anchor	-50077	-115763	-160	-19004	-108238	-2096	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/OrcTerritory/OrcStarting.xml
bridge.0f5a70b8ffaafdf1cd72fc25	component.a2230627cce424b0593fedc6	32768	3	F	population.ingress.dark-elf.03	generated.farm.08a347f7f13696479813918f.anchor	28377	10916	-4232	15644	-8311	-3248	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.0f8e303006a41eaae9bbe8ed	component.18c9e4ee0311769668b2eb74	8192	9	F	population.ingress.kamael.01	generated.farm.74718a641fa7e78154fea892.anchor	-125607	38452	1176	-125620	37399	1176	0	0	VALID_DIRECT	1054	1	data/stats/players/templates/StartingClass/KamaelMaleSoldier.xml|data/stats/players/templates/StartingClass/KamaelFemaleSoldier.xml|data/spawns/Others/Gremlins.xml
bridge.0fa88994675ab5594a10058e	component.cf7fc1a377a3ee4f1cd13c38	8192	9	R	generated.farm.dcbfae7bd58c752ca4f1e7ca.anchor	population.route.dwarf.i06-w0	108695	-173878	-400	108616	-174152	-408	0	0	VALID_PATH	368	3	data/spawns/Others/Gremlins.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.0fa95eea45cec72a9bc148aa	component.a15eac19b29dbd838fc4cf11	32768	14	F	population.route.dwarf.a3	generated.farm.a4122c4a8bed91d0e6a70bc3.anchor	112996	-173691	-608	107302	-145184	-3656	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/Others/PlunderousPlains.xml
bridge.0fa9c359688315ca663bde2e	component.79ad21df45b89fa5bb86a4fd	32768	6	R	generated.farm.5dc8ced237dc324aa37b6530.anchor	population.ingress.elf.01	51605	70249	-3408	46045	41251	-3504	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml
bridge.0fe1e8d7d3692d2ae4835c64	component.18c9e4ee0311769668b2eb74	8192	8	F	population.route.kamael.a3	generated.farm.74718a641fa7e78154fea892.anchor	-125240	38376	1208	-125620	37399	1176	0	0	VALID_PATH	1061	3	data/stats/players/templates/StartingClass/KamaelMaleSoldier.xml|data/stats/players/templates/StartingClass/KamaelFemaleSoldier.xml|data/spawns/Kamael/IsleOfSouls.xml|data/spawns/Others/Gremlins.xml
bridge.0ffd4ff0ca3a6205081b9a72	component.6ed5189c1ad34dcd97c5af56	32768	10	F	population.route.orc.a4	generated.farm.728f34d7752261776a8e5fb7.anchor	-50077	-115763	-160	-50719	-84960	-8320	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/Others/KrateisCube.xml
bridge.10014a8291c528e57314ede0	component.093885e4dafbe6ffb61aca3e	16384	4	R	generated.farm.21c8e0a71fc1a30fb94fd849.anchor	population.ingress.elf.05	57402	30692	-3768	46048	41141	-3504	0	0	NO_PATH	0	0	data/spawns/Oren/SeaOfSpores.xml|data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml
bridge.10bab667894da38ed274545d	component.4562799c5dc584243d56e35b	32768	8	R	generated.farm.bff7beafbd229e70fb09ec46.anchor	population.ingress.orc.06	-52728	-86971	-8320	-56682	-113730	-672	0	0	NO_PATH	0	0	data/spawns/Others/KrateisCube.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml
bridge.10c396e32c7407917cbf76c8	component.18bacfc235ddd517347d8830	32768	4	F	population.route.dwarf.a2	generated.farm.6cc54f41492a8ebff56a5815.anchor	110948	-173435	-584	119130	-144099	-3016	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/Others/PlunderousPlains.xml
bridge.10c9fbc8a443dbd7fd67969a	component.4542949d001791c13737d9b4	8192	2	F	population.ingress.human-mystic.03	generated.farm.432802d3c2901d9686cb1651.anchor	-90918	248070	-3568	-90610	248293	-3568	0	0	VALID_DIRECT	381	1	data/stats/players/templates/StartingClass/HumanMystic.xml|data/spawns/Others/Gremlins.xml
bridge.10e6ef2258df9b1633f86891	component.de636b0f82c1f5ec50237e13	32768	10	F	generated.farm.768fa444a79123489bd7aa1d.anchor	generated.farm.c726e41f56667ee82aa4fd6f.anchor	137660	-202383	-3664	118561	-195056	-3552	0	0	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.10f030a2a336742e5c2099dd	component.79ad21df45b89fa5bb86a4fd	32768	12	F	generated.farm.58356b4e9844a379fecfbaf6.anchor	generated.farm.5dc8ced237dc324aa37b6530.anchor	42118	41401	-3488	51605	70249	-3408	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.10f466772d2d403164296abe	component.635e8cdeb1b598aac805b64c	32768	3	R	talking-island.farming.gludio31-1624-11s	population.ingress.human-mystic.02	-103448	227187	-3672	-90954	248118	-3568	0	0	NO_PATH	0	0	data/spawns/TalkingIsland/TalkingIslandMonsters.xml|data/stats/players/templates/StartingClass/HumanMystic.xml
